iter	Logloss
0	0.5957256839
100	0.02120200425
200	0.01074095807
300	0.008659537577
400	0.008239511069
500	0.00815054191
600	0.007987598507
700	0.00790864208
800	0.007905207495
900	0.007901761031
1000	0.007862024884
1100	0.007851553133
1200	0.007810114966
1300	0.007783942375
1400	0.007751648961
1500	0.007749010235
1600	0.007692122375
1700	0.00761965755
1800	0.007575310846
1900	0.007505182694
2000	0.007480225953
2100	0.007466270406
2200	0.007347034814
2300	0.007237293542
2400	0.007192923929
2500	0.007121262601
2600	0.007104393426
2700	0.007061543414
2800	0.007045770455
2900	0.007043021005
3000	0.007029100669
3100	0.00701248264
3200	0.006998960658
3300	0.006987518263
3400	0.006985460736
3500	0.006978381147
3600	0.006967808004
3700	0.006958164778
3800	0.006949416259
3900	0.006939105716
4000	0.006928070584
4100	0.006915780149
4200	0.006912237385
4300	0.006898040025
4400	0.006895009733
4500	0.006874130714
4600	0.006830458539
4700	0.006761194972
4800	0.006745723643
4900	0.006742682745
5000	0.006695181874
5100	0.006640768136
5200	0.006621746406
5300	0.006580143637
5400	0.006572426426
5500	0.006558944746
5600	0.006548045793
5700	0.006537876944
5800	0.006524707923
5900	0.006505765525
6000	0.006490935634
6100	0.00648251038
6200	0.006473760164
6300	0.006467904909
6400	0.006464393538
6500	0.00644815859
6600	0.006444133898
6700	0.006434990418
6800	0.006425186408
6900	0.00641332572
7000	0.006410558877
7100	0.006404569989
7200	0.006384988272
7300	0.006382133189
7400	0.006374738395
7500	0.006342807699
7600	0.006339622562
7700	0.006333542888
7800	0.006326947772
7900	0.006319099474
8000	0.006294178369
8100	0.006284575445
8200	0.006282919242
8300	0.006272386402
8400	0.006270686503
8500	0.006267337612
8600	0.006259222896
8700	0.006253345157
8800	0.00624992245
8900	0.006233329875
9000	0.006219142697
9100	0.006182932345
9200	0.006153862247
9300	0.006150924438
9400	0.006147883541
9500	0.006131158605
9600	0.006121776282
9700	0.006108267027
9800	0.006098071027
9900	0.0060872128
10000	0.006082671393
10100	0.00607877694
10200	0.006073670031
10300	0.006069747154
10400	0.006062355754
10500	0.006055294407
10600	0.006048182576
10700	0.006044087461
10800	0.006033212265
10900	0.00603148776
11000	0.006028612738
11100	0.006027365919
11200	0.006024188418
11300	0.006021345213
11400	0.006017203009
11500	0.006003032375
11600	0.005999938025
11700	0.00599825255
11800	0.005996994276
11900	0.005995769518
12000	0.005993521935
12100	0.005991038054
12200	0.00598585648
12300	0.005982161841
12400	0.005978011576
12500	0.005973590226
12600	0.005970396605
12700	0.005963613978
12800	0.005958801487
12900	0.00595161796
13000	0.005948423067
13100	0.005944011899
13200	0.005935386407
13300	0.005928634325
13400	0.005925416098
13500	0.005921498312
13600	0.005917260231
13700	0.005913742496
13800	0.005909841256
13900	0.005907421859
14000	0.005905562448
14100	0.00590294748
14200	0.005898636007
14300	0.00589317147
14400	0.005890774981
14500	0.005889112839
14600	0.005884484464
14700	0.005878795084
14800	0.005874726696
14900	0.005873100189
15000	0.005871556832
15100	0.005869439912
15200	0.005864372457
15300	0.005860730847
15400	0.00585664761
15500	0.005854786079
15600	0.005852541041
15700	0.005849773774
15800	0.005846162708
15900	0.005841970444
16000	0.005839796677
16100	0.005836568269
16200	0.005833765366
16300	0.005831853351
16400	0.005826178395
16500	0.005824377528
16600	0.005822796839
16700	0.005821374812
16800	0.005819930725
16900	0.005816644621
17000	0.005813668631
17100	0.005811943702
17200	0.005805466947
17300	0.005801132565
17400	0.005800065197
17500	0.005797316595
17600	0.005793278752
17700	0.005790965413
17800	0.00578962696
17900	0.005788420019
18000	0.005786137225
18100	0.005783095479
18200	0.005779436475
18300	0.005778092931
18400	0.005776004435
18500	0.005773002567
18600	0.005769197627
18700	0.0057667532
18800	0.005765696437
18900	0.005761090547
19000	0.005753842113
19100	0.005750390558
19200	0.005746526226
19300	0.005742592744
19400	0.005740955207
19500	0.005738446297
19600	0.005732871459
19700	0.005728036908
19800	0.005723579074
19900	0.005719694379
19999	0.005717087047
